,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
10,VOLKSWAGEN 1303,1.3 44,24270,75,1976,14/02/1976,requis,18 573 Km,Essence,mécanique,ORANGE,2,,6 mois,,,non,,,44 ch,,,,
11,VOLKSWAGEN POLO 6,VI (2) 1.0 TSI 95 STYLE,18860,30,2022,01/09/2022,non requis,51 019 Km,Essence,mécanique,Gris,5,5,,,,non,,5 CV,95 ch,1,118 g/kmB,5.2 l/100km,EURO6
12,VOLKSWAGEN TIGUAN 2,II 1.4 TSI 150 BLUEMOTION TECHNOLOGY 8CV CARAT EXCLUSIVE 4MOTION DSG6,35580,91,2019,25/03/2019,non requis,46 719 Km,Essence,automatique,Gris Indium,5,5,12 mois,,,oui,,8 CV,150 ch,1,155 g/kmD,7.1 l/100km,EURO6
13,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO CARAT EXCLUSIVE,30500,91,2020,29/12/2020,non requis,56 175 Km,Essence,mécanique,Noir Intense,5,5,12 mois,,,oui,,8 CV,150 ch,1,115 g/kmB,5.3 l/100km,EURO6
14,VOLKSWAGEN T-ROC CABRIOLET,CABRIOLET 1.5 TSI 150 EVO STYLE DSG7,36840,01,2022,08/03/2022,non requis,11 200 Km,Essence,automatique,noir,3,4,12 mois,en cours,Das WeltAuto. Premium,non,,8 CV,150 ch,1,159 g/kmD,6.7 l/100km,EURO6
15,VOLKSWAGEN NEW BEETLE CABRIOLET,CABRIOLET 1.6,10040,28,2006,07/08/2006,requis,143 373 Km,Essence,mécanique,NOIR,2,4,6 mois,,,non,,7 CV,102 ch,3,185 g/kmE,7.7 l/100km,EURO3
16,VOLKSWAGEN JETTA 3,III 1.4 16S TSI 140 CONFORTLINE,8160,28,2008,27/07/2008,requis,132 329 Km,Essence,automatique,GRIS F,4,5,6 mois,,,non,,8 CV,140 ch,2,169 g/kmE,7.1 l/100km,EURO4
17,VOLKSWAGEN TRANSPORTER 6,VI 2.0 TDI 102 L1H1 BUSINESS LINE,40340,01,2019,29/04/2019,non requis,46 827 Km,Diesel,mécanique,noir,4,3,12 mois,,Das WeltAuto. Performance,oui,,7 CV,102 ch,2,156 g/kmD,6 l/100km,EURO6
18,VOLKSWAGEN COCCINELLE CABRIOLET,CABRIOLET 1.2 TSI 105 BLUEMOTION TECHNOLOGY COCCINELLE,23210,06,2016,17/10/2016,requis,52 472 Km,Essence,mécanique,BLANC,2,4,6 mois,,,oui,,6 CV,105 ch,1,124 g/kmC,5.4 l/100km,EURO6
19,VOLKSWAGEN SCIROCCO 2,II 1.4 TSI 160,7590,06,1992,05/01/1992,requis,220 884 Km,Essence,mécanique,VERT,3,4,6 mois,,,non,,9 CV,160 ch,,154 g/kmD,6.6 l/100km,
20,VOLKSWAGEN TIGUAN 2 ALLSPACE,2.0 TDI 150 CARAT 4MOTION DSG7,37870,34,2018,14/01/2019,non requis,49 742 Km,Diesel,automatique,GRIS PLATINE,5,7,6 mois,,,non,,9 CV,150 ch,2,153 g/kmD,5.9 l/100km,EURO6
21,VOLKSWAGEN POLO 6,VI 1.0 TSI 115 R-LINE DSG7,24180,34,2020,22/06/2020,non requis,69 800 Km,Essence,automatique,Gris,5,5,12 mois,,,non,,6 CV,115 ch,1,104 g/kmB,4.9 l/100km,EURO6
22,VOLKSWAGEN GOLF 6 GTI CABRIOLET,VI CABRIOLET 2.0 TSI 210 GTI,20320,06,2013,02/07/2013,requis,107 026 Km,Essence,mécanique,BLANC,2,4,6 mois,,,non,,13 CV,210 ch,1,177 g/kmE,7.6 l/100km,EURO5
23,VOLKSWAGEN GOLF 4,IV 1.4 3P 5CV,6870,06,2001,27/08/2001,requis,23 021 Km,Essence,mécanique,GRIS C,3,,6 mois,,,non,,5 CV,75 ch,3,,,EURO2
24,VOLKSWAGEN COCCINELLE,1.4 TSI 160 VINTAGE,16400,06,2014,19/08/2014,requis,99 339 Km,Essence,mécanique,GRIS,3,4,6 mois,,,non,,9 CV,160 ch,1,153 g/kmD,6.6 l/100km,EURO5
25,VOLKSWAGEN GOLF 7,VII 1.2 TSI 110 BLUEMOTION TECHNOLOGY ALLSTAR BV6 3P,18310,06,2017,24/08/2017,requis,89 852 Km,Essence,mécanique,NOIR,3,5,6 mois,,,non,,6 CV,110 ch,1,114 g/kmB,4.9 l/100km,EURO6
26,VOLKSWAGEN T-CROSS,1.0 TSI 115 CARAT DSG,26890,33,2020,26/11/2020,non requis,26 531 Km,Essence,automatique,BEIGE CUIVRE,5,5,12 mois,,,non,,6 CV,116 ch,1,107 g/kmB,5 l/100km,EURO6
27,VOLKSWAGEN SCIROCCO 2,II (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY R-LINE DSG6,28300,76,2018,12/10/2018,requis,93 126 Km,Diesel,automatique,Blanc,3,4,12 mois,,Audi occasions plus,non,2,8 CV,150 ch,2,119 g/kmB,4.1 l/100km,EURO6
28,VOLKSWAGEN SCIROCCO 2,II (2) 1.4 TSI 125 BLUEMOTION TECHNOLOGY ULTIMATE,22580,77,2018,31/05/2018,requis,79 274 Km,Essence,mécanique,Noir,3,4,6 mois,,,non,,7 CV,125 ch,1,125 g/kmC,5.4 l/100km,EURO6
29,VOLKSWAGEN POLO 5,V (2) 1.2 TSI 90 BLUEMOTION TECHNOLOGY LOUNGE 5P,16490,77,2016,20/04/2016,requis,44 366 Km,Essence,mécanique,GRIS F,5,5,12 mois,,,non,,5 CV,90 ch,1,107 g/kmB,4.7 l/100km,EURO6
30,VOLKSWAGEN POLO 4,IV (2) TDI 70 CONFORT 5P,6890,28,2008,24/07/2008,requis,184 407 Km,Diesel,mécanique,GRIS F,5,5,6 mois,,,non,,4 CV,70 ch,3,119 g/kmB,4.5 l/100km,EURO4
31,VOLKSWAGEN SHARAN,(2) TDI 115 CONFORT BV6,5340,28,2003,31/05/2003,requis,235 382 Km,Diesel,mécanique,GRIS C,4,5,3 mois,,,non,,7 CV,115 ch,4,,6.4 l/100km,EURO3
32,VOLKSWAGEN POLO 4,IV (2) TDI 70 CONFORT 5P,6890,28,2008,24/07/2008,requis,184 407 Km,Diesel,mécanique,GRIS F,5,5,6 mois,,,non,,4 CV,70 ch,3,119 g/kmB,4.5 l/100km,EURO4
33,VOLKSWAGEN SHARAN,(2) TDI 115 CONFORT BV6,5340,28,2003,31/05/2003,requis,235 382 Km,Diesel,mécanique,GRIS C,4,5,3 mois,,,non,,7 CV,115 ch,4,,6.4 l/100km,EURO3
34,VOLKSWAGEN TOUAREG,3.2 V6 TIPTRONIC,20350,06,2004,18/07/2004,requis,59 864 Km,Essence,automatique,NOIR,5,,6 mois,,,oui,,17 CV,220 ch,3,,,EURO3
35,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT DSG7,36340,76,2018,08/04/2018,requis,121 085 Km,Diesel,automatique,Noir,5,5,6 mois,,,non,4,8 CV,150 ch,2,129 g/kmC,4.5 l/100km,EURO6
36,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO LOUNGE DSG7,32380,66,2022,28/03/2022,non requis,14 934 Km,Essence,automatique,noir,5,5,,en cours,,non,,8 CV,150 ch,1,147 g/kmD,6.6 l/100km,EURO6
37,VOLKSWAGEN ID.3,204 PRO PERFORMANCE,38140,69,2022,15/02/2022,non requis,33 867 Km,Electrique,automatique,bleu,5,5,12 mois,,,oui,1,5 CV,95 ch,0,0 g/kmA,,EURO6
38,VOLKSWAGEN COCCINELLE CABRIOLET,CABRIOLET 1.4 TSI 160 VINTAGE DSG7,31710,47,2015,18/07/2015,requis,120 963 Km,Essence,automatique,Noir,2,4,12 mois,,,non,,9 CV,160 ch,1,148 g/kmD,6.4 l/100km,EURO5
39,VOLKSWAGEN GOLF 8 GTI,VIII 2.0 TSI 245 GTI DSG7,40660,57,2021,01/03/2021,non requis,30 109 Km,Essence,automatique,blanc,5,5,,en cours,,non,,14 CV,245 ch,1,168 g/kmE,7.4 l/100km,EURO6
40,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 CONFORTLINE DSG7,18850,82,2019,20/12/2019,non requis,53 280 Km,Essence,automatique,Noir Intense,5,5,12 mois,,,oui,,5 CV,95 ch,1,105 g/kmB,4.6 l/100km,EURO6
41,VOLKSWAGEN T-ROC CABRIOLET,(2) CABRIOLET 1.5 TSI EVO 150 START/STOP R-LINE V DSG7,49590,84,2023,07/05/2023,non requis,124 Km,Essence,automatique,blanc,5,4,46 mois,,,oui,1,8 CV,150 ch,1,151 g/kmD,6.4 l/100km,EURO6
42,VOLKSWAGEN GOLF 7,VII (2) 1.4 TSI 125 BLUEMOTION TECHNOLOGY SOUND BV6 5P,17410,77,2018,05/10/2018,requis,105 048 Km,Essence,mécanique,Blanc nacré,5,5,6 mois,,,oui,,6 CV,125 ch,1,120 g/kmB,5.2 l/100km,EURO6
43,VOLKSWAGEN COCCINELLE CABRIOLET,(2) CABRIOLET 1.4 TSI 150 DESIGN DSG7,33330,18,2018,28/08/2018,requis,75 213 Km,Essence,automatique,Gris Foncé Métal,2,4,12 mois,,Hyundai Promise,non,,8 CV,150 ch,1,130 g/kmC,5.7 l/100km,EURO6
44,VOLKSWAGEN GOLF 7 GTI,VII 7 GTI PERFORMANCE 2.0 TSI 245CH DSG7 TOIT OUVRANT/ACC/DCC/DYNAUDIO/KEYLESS,33580,68,2020,24/01/2021,non requis,53 470 Km,Essence,automatique,noir,5,,6 mois,,,oui,,14 CV,245 ch,,,,
45,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE DSG7,32750,47,2020,16/12/2020,non requis,37 445 Km,Essence,automatique,Noir,5,5,12 mois,,,oui,1,8 CV,150 ch,1,127 g/kmC,5.6 l/100km,EURO6
46,VOLKSWAGEN T-ROC,(2) 1.0 TSI 110 START/STOP LIFE BUSINESS BVM6,34090,47,2023,12/09/2023,non requis,186 Km,Essence,mécanique,Blanc,5,5,,,,oui,1,6 CV,110 ch,1,136 g/kmC,6 l/100km,EURO6
47,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE DSG7,35530,92,2019,22/06/2019,non requis,56 679 Km,Diesel,automatique,NOIRE,5,5,6 mois,,,oui,,8 CV,150 ch,2,123 g/kmC,4.9 l/100km,EURO6
48,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE DSG7,35180,83,2020,18/02/2020,non requis,80 235 Km,Diesel,automatique,Noir,5,5,12 mois,,Das WeltAuto. Medium,oui,1,8 CV,150 ch,2,129 g/kmC,4.9 l/100km,EURO6
49,VOLKSWAGEN GOLF 7,1.5 TSI 150CH R-LINE,27060,91,2020,01/12/2020,non requis,32 366 Km,Essence,mécanique,rouge,,,,,,non,,,,,,,
50,VOLKSWAGEN POLO 5,V (2) 1.2 TSI 90 BLUEMOTION TECHNOLOGY R-LINE 5P,15100,77,2017,08/11/2017,requis,89 926 Km,Essence,mécanique,Gris Métal,5,5,6 mois,,,non,,5 CV,90 ch,1,109 g/kmB,4.7 l/100km,EURO6
51,VOLKSWAGEN GOLF 7,VII (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONNECT BV6 5P,18530,77,2019,05/10/2019,non requis,153 026 Km,Diesel,mécanique,Gris Métal,5,5,6 mois,,,oui,,7 CV,150 ch,2,109 g/kmB,4.2 l/100km,EURO6
52,VOLKSWAGEN PASSAT 8 SW,VIII SW 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS,21030,77,2017,08/11/2017,requis,135 062 Km,Diesel,mécanique,Gris Métal,5,5,6 mois,,,oui,,8 CV,150 ch,2,112 g/kmB,4.3 l/100km,EURO6
53,VOLKSWAGEN TOURAN 2,II 2.0 TDI 140 FAP MATCH,14350,77,2013,30/12/2013,requis,117 478 Km,Diesel,mécanique,Gris Foncé Métal,5,5,6 mois,,,oui,,8 CV,140 ch,2,139 g/kmC,5.3 l/100km,EURO5
54,VOLKSWAGEN GOLF 7 GTI,VII 7 GTI PERFORMANCE 2.0 TSI TCR 290CH DSG TOIT OUVRANT/AKRAPOVIC,43030,68,2020,02/03/2020,non requis,42 449 Km,Essence,automatique,rouge,5,,6 mois,,,oui,,18 CV,290 ch,,,,
55,VOLKSWAGEN TOURAN 3,III 1.2 TSI 110 BLUEMOTION TECHNOLOGY CONFORTLINE,24820,06,2019,26/06/2019,non requis,76 705 Km,Essence,mécanique,gris foncé,5,7,,,,oui,1,6 CV,110 ch,1,128 g/kmC,4.7 l/100km,EURO6
56,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO LOUNGE DSG7,33280,43,2022,24/01/2023,non requis,15 349 Km,Essence,automatique,noir,5,5,,en cours,,non,,8 CV,150 ch,1,147 g/kmD,6.6 l/100km,EURO6
57,VOLKSWAGEN T-ROC,(2) 2.0 TDI 150 START/STOP STYLE DSG7,43690,54,2023,18/04/2023,non requis,55 Km,Diesel,automatique,BLANC,5,5,,,,non,,8 CV,150 ch,2,128 g/kmC,4.9 l/100km,EURO6
58,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO IQ.DRIVE,32740,83,2021,20/07/2021,non requis,40 950 Km,Essence,mécanique,noir,5,5,13 mois,en cours,,oui,2,8 CV,150 ch,1,154 g/kmD,,EURO6
59,VOLKSWAGEN TRANSPORTER 6,VI (2) 2.0 TDI 150 L1H1 BUSINESS,45000,71,2023,29/05/2023,non requis,1 704 Km,Diesel,mécanique,gris,4,3,,,,non,,7 CV,150 ch,2,184 g/kmE,7 l/100km,EURO6
60,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT EXCLUSIVE 4MOTION DSG7,35190,31,2019,01/11/2019,non requis,49 802 Km,Diesel,automatique,noir,5,5,12 mois,,,non,,8 CV,150 ch,2,149 g/kmD,5.7 l/100km,EURO6
61,VOLKSWAGEN TRANSPORTER 6,VI (2) 2.0 TDI 150 L1H1 BUSINESS,44620,71,2023,28/12/2023,non requis,2 344 Km,Diesel,mécanique,blanc,4,3,,,,non,,7 CV,150 ch,2,184 g/kmE,7 l/100km,EURO6
62,VOLKSWAGEN TRANSPORTER 6,VI (2) 2.0 TDI 150 L1H1 BUSINESS,42000,71,2023,25/08/2023,non requis,1 512 Km,Diesel,mécanique,gris,4,3,,,,non,,7 CV,150 ch,2,184 g/kmE,7 l/100km,EURO6
63,VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,23980,60,2019,24/09/2019,non requis,42 778 Km,Essence,mécanique,blanc,5,5,6 mois,,,non,2,6 CV,116 ch,1,116 g/kmB,4.5 l/100km,EURO6
64,VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,23980,60,2019,24/09/2019,non requis,42 778 Km,Essence,mécanique,blanc,5,5,6 mois,,,non,2,6 CV,116 ch,1,116 g/kmB,4.5 l/100km,EURO6
65,VOLKSWAGEN GOLF 8 SW,VIII SW 1.5 ETSI OPF 150 R-LINE DSG7,38060,59,2023,18/06/2023,non requis,10 080 Km,Essence,automatique,Gris Dauphin,5,5,,,,oui,,8 CV,150 ch,1,131 g/kmC,5.8 l/100km,EURO6
66,VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE BUSINESS,23080,06,2020,05/07/2020,non requis,58 110 Km,Essence,mécanique,Noir Intense,5,5,12 mois,,Das WeltAuto. Premium,non,,6 CV,115 ch,1,113 g/kmB,5.3 l/100km,EURO6
67,VOLKSWAGEN TIGUAN 2,II (2) 1.5 TSI 150 8CV LIFE DSG7,41520,81,2022,22/10/2022,non requis,27 230 Km,Essence,automatique,NOIR INTENSE,5,5,,en cours,,non,,8 CV,150 ch,1,157 g/kmD,6.9 l/100km,EURO6
68,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE DSG7,33770,81,2022,26/07/2022,non requis,42 059 Km,Essence,automatique,GRIS INDIUM,5,5,,en cours,,non,,8 CV,150 ch,1,154 g/kmD,6.8 l/100km,EURO6
69,VOLKSWAGEN GOLF 7,VII (2) 1.5 TSI EVO 150 8CV CONFORTLINE DSG7 5P,27240,81,2021,15/01/2022,non requis,56 984 Km,Essence,automatique,GRIS INDIUM,5,5,,,,non,,8 CV,150 ch,1,141 g/kmD,6.2 l/100km,EURO6
70,VOLKSWAGEN T-CROSS,1.0 TSI 110 CARAT DSG,29380,81,2023,09/08/2023,non requis,19 968 Km,Essence,automatique,NOIR,5,5,,,,non,,6 CV,110 ch,1,141 g/kmD,6.2 l/100km,EURO6
71,VOLKSWAGEN TIGUAN,(2) 2.0 TDI 140 BLUEMOTION TECHNOLOGY CARAT 4MOTION DSG7,19080,31,2015,25/10/2015,requis,138 331 Km,Diesel,automatique,gris,5,5,12 mois,,,non,,8 CV,140 ch,2,153 g/kmD,5.3 l/100km,EURO5
72,VOLKSWAGEN POLO 5,V 1.4 85 CONFORTLINE 5P,10240,95,2014,08/10/2014,requis,90 627 Km,Essence,mécanique,GRIS,5,5,3 mois,,,non,,5 CV,85 ch,1,139 g/kmC,5.9 l/100km,EURO5
73,VOLKSWAGEN COCCINELLE,1.2 TSI 105,17430,68,1978,10/02/1978,requis,46 332 Km,Essence,mécanique,beige,3,4,3 mois,,,non,,6 CV,105 ch,,137 g/kmC,5.9 l/100km,
74,VOLKSWAGEN T-ROC,(2) 1.5 TSI EVO 150 START/STOP STYLE EXCLUSIVE DSG7,37040,62,2023,31/03/2023,non requis,12 022 Km,Essence,automatique,Gris Pyrite,5,5,24 mois,,Das WeltAuto. Premium,non,,8 CV,150 ch,1,138 g/kmC,6.1 l/100km,EURO6
75,VOLKSWAGEN T-CROSS,1.0 TSI 110 ACTIVE,29370,62,2022,02/02/2022,non requis,27 963 Km,Essence,mécanique,Gris Ascot,5,5,24 mois,,Das WeltAuto. Premium,non,,6 CV,110 ch,1,131 g/kmC,5.8 l/100km,EURO6
76,VOLKSWAGEN GOLF 7,VII 2.0 TDI 184 BLUEMOTION TECHNOLOGY GTD DSG6 5P,24980,13,2015,26/01/2016,requis,122 500 Km,Diesel,automatique,Bleu nuit,5,5,12 mois,,,non,,10 CV,184 ch,2,122 g/kmC,4.6 l/100km,EURO5
77,VOLKSWAGEN ID.5,204 PRO PERFORMANCE 77KWH,70160,75,2023,28/05/2023,non requis,26 835 Km,Electrique,automatique,Noir Ebène Métallisée,5,5,24 mois,,Das WeltAuto. Premium,oui,,5 CV,204 ch,0,0 g/kmA,,EURO6
78,VOLKSWAGEN POLO 5,V 1.2 60 STYLE 3P,9970,75,2012,20/11/2012,requis,35 652 Km,Essence,mécanique,Blanc,3,5,12 mois,,,oui,,4 CV,60 ch,1,128 g/kmC,5.5 l/100km,EURO5
79,VOLKSWAGEN T-CROSS,1.0 TSI 110CH CARAT PACK R-LINE DSG7,26980,05,2023,18/10/2023,non requis,8 640 Km,Essence,automatique,Orange Energy métallisée,5,,24 mois,,Das WeltAuto. Premium,oui,,6 CV,,,,,
80,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 MATCH 4MOTION DSG7,42790,05,2021,30/06/2021,non requis,51 921 Km,Diesel,automatique,Gris,5,5,12 mois,en cours,,non,,8 CV,150 ch,2,133 g/kmC,5.3 l/100km,EURO6
81,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO CARAT EXCLUSIVE DSG7,38900,78,2021,08/04/2021,non requis,8 834 Km,Essence,automatique,Blanc Pur/Noir,5,5,12 mois,,Das WeltAuto. Premium,non,,8 CV,150 ch,1,155 g/kmD,6.8 l/100km,EURO6
82,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 5CV R-LINE,22560,93,2022,11/02/2022,non requis,12 519 Km,Essence,mécanique,Rouge Roi metallisé,5,5,24 mois,en cours,Das WeltAuto. Premium,non,,5 CV,95 ch,1,127 g/kmC,5.6 l/100km,EURO6
83,VOLKSWAGEN SHARAN 2,II (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT DSG6,36550,93,2020,12/03/2020,non requis,62 673 Km,Diesel,automatique,Gris Indium,5,7,12 mois,,Das WeltAuto. Performance,non,,8 CV,150 ch,2,134 g/kmC,5.2 l/100km,EURO6
84,VOLKSWAGEN POLO 6,VI 1.6 TDI 95 R-LINE DSG7,22800,93,2020,27/01/2021,non requis,59 774 Km,Diesel,automatique,Blanc Pur,5,5,12 mois,,Das WeltAuto. Premium,non,,5 CV,95 ch,2,99 g/kmA,4 l/100km,EURO6
85,VOLKSWAGEN SHARAN 2,II (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BV6,30480,62,2016,07/03/2016,requis,70 191 Km,Diesel,mécanique,Bleu Nuit,5,7,12 mois,,,non,,8 CV,150 ch,2,132 g/kmC,5.2 l/100km,EURO6
86,VOLKSWAGEN POLO 6,VI 1.6 TDI 95 CONFORTLINE BUSINESS DSG7,16330,62,2020,06/07/2020,non requis,78 618 Km,Diesel,automatique,Rouge Flash,5,5,12 mois,,,oui,,5 CV,95 ch,2,97 g/kmA,3.9 l/100km,EURO6
87,VOLKSWAGEN GOLF 7,VII (2) 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS 5P,25360,62,2020,17/03/2020,non requis,27 904 Km,Diesel,mécanique,Gris Indium,5,5,12 mois,,,non,,7 CV,150 ch,2,109 g/kmB,4.2 l/100km,EURO6
88,VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 150 R-LINE DSG7,37180,59,2022,13/04/2022,non requis,21 040 Km,Diesel,automatique,Noir Intense,5,5,12 mois,en cours,Das WeltAuto. Premium,non,,8 CV,150 ch,2,121 g/kmC,4.6 l/100km,EURO6
89,VOLKSWAGEN POLO 6 GTI,VI 2.0 TSI 200 GTI DSG6,26620,14,2021,01/02/2021,non requis,36 850 Km,Essence,automatique,Blanc Pur,5,5,12 mois,,Das WeltAuto. Premium,non,,11 CV,200 ch,1,159 g/kmD,7 l/100km,EURO6
90,VOLKSWAGEN T-CROSS,1.0 TSI 95 UNITED,21820,14,2021,18/02/2021,non requis,29 868 Km,Essence,mécanique,Blanc Pur,5,5,12 mois,en cours,Das WeltAuto. Premium,non,,5 CV,95 ch,1,133 g/kmC,5.8 l/100km,EURO6
91,VOLKSWAGEN T-CROSS,1.0 TSI 110 CARAT DSG,29660,81,2023,07/06/2023,non requis,9 785 Km,Essence,automatique,NOIR,5,5,,,,non,,6 CV,110 ch,1,141 g/kmD,6.2 l/100km,EURO6
92,VOLKSWAGEN TIGUAN 2,II (2) 1.5 TSI 150 8CV LIFE DSG7,36160,81,2022,24/05/2022,non requis,28 785 Km,Essence,automatique,GRIS,5,5,,en cours,,non,,8 CV,150 ch,1,157 g/kmD,6.9 l/100km,EURO6
93,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO IQ.DRIVE,24840,14,2020,16/09/2020,non requis,66 485 Km,Essence,mécanique,blanc,5,5,12 mois,,,oui,,8 CV,150 ch,1,115 g/kmB,5.3 l/100km,EURO6
94,VOLKSWAGEN GOLF SPORTSVAN,1.2 TSI 85 BLUEMOTION TECHNOLOGY TRENDLINE,16320,14,2018,05/08/2018,requis,50 897 Km,Essence,mécanique,blanc,5,5,12 mois,,,oui,,5 CV,85 ch,1,116 g/kmB,5 l/100km,EURO6
95,VOLKSWAGEN CALIFORNIA T6,6.1 2.0 TDI 150 BMT BVM6 COAST,76720,06,2023,22/07/2023,non requis,113 Km,Diesel,mécanique,Blanc Candy,4,4,24 mois,,,non,,7 CV,150 ch,2,198 g/kmE,7.6 l/100km,EURO6
96,VOLKSWAGEN POLO 6,VI (2) 1.0 TSI 95 LIFE DSG7,26380,92,2023,01/06/2023,non requis,15 370 Km,Essence,automatique,Gris,5,5,24 mois,,Das WeltAuto. Premium,oui,,5 CV,95 ch,1,125 g/kmC,5.5 l/100km,EURO6
97,VOLKSWAGEN T-ROC,1.0 TSI 110 ACTIVE,30230,92,2022,10/05/2022,non requis,33 323 Km,Essence,mécanique,Noir Intense,5,5,24 mois,,Das WeltAuto. Premium,non,,6 CV,110 ch,1,136 g/kmC,6 l/100km,EURO6
