,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
12,VOLKSWAGEN TIGUAN 2,II (2) 2.0 TDI 150 R-LINE DSG7,42920,53,2021,24/04/2021,non requis,47 665 Km,Diesel,automatique,REFLET D\'ARGENT METALLISE,5,5,12 mois,,Das WeltAuto. Medium,oui,1,8 CV,150 ch,2,152 g/kmD,6 l/100km,EURO6
13,VOLKSWAGEN T-ROC,(2) 1.5 TSI EVO 150 START/STOP STYLE EXCLUSIVE DSG7,37330,53,2023,13/03/2023,non requis,14 270 Km,Essence,automatique,Bleu,5,5,24 mois,,Das WeltAuto. Medium,oui,1,8 CV,150 ch,1,149 g/kmD,6.1 l/100km,EURO6
14,VOLKSWAGEN T-CROSS,T-CROSS 1.0 TSI 110 START/STOP DSG7 ADVANCE,28070,47,2022,08/01/2023,non requis,51 773 Km,Essence,automatique,Bleu,5,,12 mois,,,non,,6 CV,110 ch,,142 g/kmD,,
15,VOLKSWAGEN T-CROSS,T-CROSS 1.0 TSI 110 START/STOP DSG7 ADVANCE,25190,47,2022,22/04/2022,non requis,45 052 Km,Essence,automatique,Bleu,5,,12 mois,,,non,,6 CV,110 ch,,142 g/kmD,,
16,VOLKSWAGEN UP!,E-UP! 5P,16830,78,2020,24/02/2020,non requis,30 253 Km,Electrique,automatique,NOIR INTENSE METALLI,5,4,12 mois,,,non,,2 CV,82 ch,0,0 g/kmA,,EURO6
17,VOLKSWAGEN POLO 6,VI 1.0 80 EDITION,19990,47,2020,22/10/2020,non requis,18 750 Km,Essence,mécanique,Gris,5,5,12 mois,,,oui,1,4 CV,80 ch,1,104 g/kmB,4.7 l/100km,EURO6
18,VOLKSWAGEN T-ROC,1.0 TSI 115,20020,53,2020,03/06/2020,non requis,54 181 Km,Essence,mécanique,Noir,5,5,12 mois,,Das WeltAuto. Medium,oui,1,6 CV,116 ch,1,110 g/kmB,5.2 l/100km,EURO6
19,VOLKSWAGEN COCCINELLE,2.0 TSI 200 SPORT DSG6,18170,85,2013,12/08/2013,requis,112 882 Km,Essence,automatique,gris,3,4,,,,non,,12 CV,200 ch,1,176 g/kmE,7.6 l/100km,EURO5
20,VOLKSWAGEN TIGUAN,2.0 TDI 110 FAP BLUEMOTION TECHNOLOGY,7330,85,2012,07/08/2012,requis,273 585 Km,Diesel,mécanique,noir,5,5,,,,non,2,6 CV,110 ch,2,139 g/kmC,4.8 l/100km,EURO5
21,VOLKSWAGEN PASSAT 8,VIII 2.0 TDI 150 BLUEMOTION TECHNOLOGY 7CV CARAT DSG7,19200,93,2020,10/10/2020,non requis,169 274 Km,Diesel,automatique,noir,4,5,3 mois,,,non,2,7 CV,150 ch,2,109 g/kmB,4.2 l/100km,EURO6
22,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE DSG7,34490,62,2021,04/06/2021,non requis,38 463 Km,Essence,automatique,Noir,5,5,6 mois,,,non,2,8 CV,150 ch,1,117 g/kmB,5.3 l/100km,EURO6
23,VOLKSWAGEN PASSAT 6 SW,VI SW 2.0 TDI 140 CARAT DSG,5730,93,2008,02/09/2008,requis,259 900 Km,Diesel,automatique,beige metal,5,5,3 mois,,,non,3,8 CV,140 ch,3,174 g/kmE,5.5 l/100km,EURO4
24,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT DSG7,34450,59,2020,06/05/2020,non requis,36 513 Km,Diesel,automatique,Noir Métal,5,5,12 mois,,,oui,,8 CV,150 ch,2,123 g/kmC,4.9 l/100km,EURO6
25,VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 150 R-LINE DSG7,40430,93,2022,26/04/2022,non requis,17 731 Km,Diesel,automatique,Gris Dauphin,5,5,24 mois,en cours,Das WeltAuto. Premium,non,,8 CV,150 ch,2,121 g/kmC,4.6 l/100km,EURO6
26,VOLKSWAGEN T-CROSS,1.6 TDI 95 LOUNGE,29370,72,2021,22/01/2022,non requis,12 Km,Diesel,mécanique,NOIR INTENSE NACR,5,5,,,,non,,5 CV,95 ch,2,137 g/kmC,5.2 l/100km,EURO6
27,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE DSG7,34870,78,2022,18/08/2022,non requis,20 383 Km,Essence,automatique,Rouge Flash/Noir,5,5,12 mois,en cours,,non,,8 CV,150 ch,1,154 g/kmD,6.8 l/100km,EURO6
28,VOLKSWAGEN T-CROSS,1.0 TSI 115 LOUNGE BUSINESS DSG,26020,77,2020,30/08/2020,non requis,78 900 Km,Essence,automatique,Blanc,5,5,6 mois,,,oui,,6 CV,116 ch,1,107 g/kmB,4.9 l/100km,EURO6
29,VOLKSWAGEN T-CROSS,1.0 TSI 115 LOUNGE BUSINESS,22180,77,2021,07/02/2021,non requis,58 979 Km,Essence,mécanique,Gris Clair,5,5,6 mois,,,non,,6 CV,115 ch,1,106 g/kmB,4.9 l/100km,EURO6
30,VOLKSWAGEN T-CROSS,1.0 TSI 110 START/STOP R-LINE TECH BVM6,30660,06,2023,04/09/2023,non requis,9 120 Km,Essence,mécanique,Bleu Récif métallisée,5,5,,,,oui,,6 CV,110 ch,1,131 g/kmC,5.8 l/100km,EURO6
31,VOLKSWAGEN UP!,(2) 1.0 60 BLUEMOTION TECHNOLOGY MOVE UP! 5P,16120,06,2021,09/01/2022,non requis,10 281 Km,Essence,mécanique,Noir Intense,5,4,12 mois,,Das WeltAuto. Premium,oui,,3 CV,60 ch,1,,,EURO6
32,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 COPPER LINE DSG7,18380,57,2020,10/04/2020,non requis,80 762 Km,Essence,automatique,Reflet d'Argent,5,5,12 mois,,Das WeltAuto. Premium,oui,,5 CV,95 ch,1,103 g/kmB,4.8 l/100km,EURO6
33,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS BV6,29740,57,2018,26/04/2018,requis,91 803 Km,Diesel,mécanique,Gris Indium,5,5,12 mois,,Das WeltAuto. Performance,non,,8 CV,150 ch,2,123 g/kmC,4.7 l/100km,EURO6
34,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 CARAT,22300,59,2020,09/04/2020,non requis,30 516 Km,Essence,mécanique,Bleu Récif,5,5,12 mois,,Das WeltAuto. Performance,non,,5 CV,95 ch,1,101 g/kmB,4.6 l/100km,EURO6
35,VOLKSWAGEN ID.4,204 PRO 77KWH,45490,59,2022,24/10/2022,non requis,32 223 Km,Electrique,automatique,Bleu Crépuscule / Toit Noir,5,5,12 mois,,Das WeltAuto. Premium,non,,5 CV,204 ch,0,0 g/kmA,,EURO6
36,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE,27980,59,2020,29/04/2020,non requis,44 800 Km,Essence,mécanique,Gris Indium,5,5,12 mois,,Das WeltAuto. Performance,non,,8 CV,150 ch,1,117 g/kmB,5.4 l/100km,EURO6
37,VOLKSWAGEN GOLF 7,VII (2) 1.6 TDI 115 BLUEMOTION TECHNOLOGY CONNECT 5P,24580,59,2020,25/09/2020,non requis,68 126 Km,Diesel,mécanique,Gris Tungsten,5,5,12 mois,,Das WeltAuto. Performance,non,,6 CV,115 ch,2,100 g/kmA,4.1 l/100km,EURO6
38,VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 115 LIFE BUSINESS 1ST BV6,25970,59,2022,23/07/2022,non requis,63 516 Km,Diesel,mécanique,Gris Lunaire,5,5,12 mois,en cours,Das WeltAuto. Premium,non,,6 CV,115 ch,2,119 g/kmB,4.5 l/100km,EURO6
39,VOLKSWAGEN POLO 6,VI 1.6 TDI 95 CONFORTLINE,16900,63,2019,24/07/2019,non requis,88 422 Km,Diesel,mécanique,Noir Intense,5,5,12 mois,,Das WeltAuto. Performance,non,,5 CV,95 ch,2,93 g/kmA,3.6 l/100km,EURO6
40,VOLKSWAGEN T-ROC,1.5 TSI 150 EVO R-LINE,31630,63,2021,13/09/2021,non requis,43 870 Km,Essence,mécanique,Noir Intense,5,5,12 mois,,Das WeltAuto. Premium,non,,8 CV,150 ch,1,117 g/kmB,5.2 l/100km,EURO6
41,VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 115 ACTIVE BVM6,31660,80,2022,23/05/2022,non requis,35 260 Km,Diesel,mécanique,Blanc Pur,5,5,12 mois,,Das WeltAuto. Premium,non,,6 CV,115 ch,2,118 g/kmB,4.5 l/100km,EURO6
42,VOLKSWAGEN GOLF 8,VIII 1.5 ETSI OPF 150 R-LINE DSG7,46000,80,2023,17/12/2023,non requis,118 Km,Essence,automatique,Blanc Pur,5,5,24 mois,,Das WeltAuto. Premium,oui,,8 CV,150 ch,1,129 g/kmC,5.7 l/100km,EURO6
43,VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE,23460,44,2020,18/12/2020,non requis,99 853 Km,Essence,mécanique,Gris Urano,5,5,12 mois,,Das WeltAuto. Performance,non,,6 CV,115 ch,1,110 g/kmB,5.2 l/100km,EURO6
44,VOLKSWAGEN CADDY 4,IV 2.0 TDI 102 CONFORTLINE DSG,27580,54,2020,17/04/2020,non requis,61 373 Km,Diesel,automatique,Blanc Candy,5,5,12 mois,,Das WeltAuto. Medium,non,,6 CV,102 ch,2,141 g/kmD,5.5 l/100km,EURO6
45,VOLKSWAGEN GOLF 7,VII (2) 1.6 TDI 115 BLUEMOTION TECHNOLOGY CONNECT 5P,21630,44,2019,11/08/2019,non requis,91 120 Km,Diesel,mécanique,Gris,5,5,12 mois,,Das WeltAuto. Performance,oui,,6 CV,115 ch,2,100 g/kmA,4.1 l/100km,EURO6
46,VOLKSWAGEN T-CROSS,1.0 TSI 110 R-LINE,28200,06,2022,21/10/2022,non requis,25 370 Km,Essence,mécanique,Gris Cendré métallisée,5,5,12 mois,en cours,,non,,6 CV,110 ch,1,131 g/kmC,5.8 l/100km,EURO6
47,VOLKSWAGEN ID.3,204 CH PRO PERFORMANCE ACTIVE,45560,94,2023,30/10/2023,non requis,2 650 Km,Electrique,automatique,Gris,5,5,,,,oui,1,5 CV,95 ch,0,0 g/kmA,,EURO6
48,VOLKSWAGEN GOLF 8,VIII 1.5 TSI ACT 130 OPF LIFE 1ST BV6,30760,13,2021,02/07/2021,non requis,24 715 Km,Essence,mécanique,Noir Intense,5,5,6 mois,,,non,,7 CV,130 ch,1,121 g/kmC,5.4 l/100km,EURO6
49,VOLKSWAGEN TIGUAN 2,II (2) 2.0 TDI 150 R-LINE EXCLUSIVE DSG7,61230,77,2023,05/09/2023,non requis,9 375 Km,Diesel,automatique,REFLET D\'ARGENT METALLISE,5,5,24 mois,,,oui,1,8 CV,150 ch,2,152 g/kmD,5.5 l/100km,EURO6
50,VOLKSWAGEN GOLF 8,VIII 1.4 HYBRID RECHARGEABLE OPF 245 GTE DSG6,46180,66,2022,13/03/2022,non requis,8 709 Km,Hybride essence électrique,automatique,ROUGE ROI,5,5,24 mois,,Das WeltAuto. Medium,oui,1,8 CV,150 ch,1,26 g/kmA,,EURO6
51,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 LOUNGE,20630,56,2020,16/09/2020,non requis,40 120 Km,Essence,mécanique,gris foncé,5,5,12 mois,,Das WeltAuto. Premium,oui,1,5 CV,95 ch,1,101 g/kmB,4.6 l/100km,EURO6
52,VOLKSWAGEN T-CROSS,1.0 TSI 110 R-LINE,27230,56,2023,11/02/2023,non requis,12 525 Km,Essence,mécanique,blanc,5,5,24 mois,,,oui,1,6 CV,110 ch,1,130 g/kmC,5.8 l/100km,EURO6
53,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT DSG7,32750,47,2020,04/12/2020,non requis,137 655 Km,Diesel,automatique,blanc,5,5,6 mois,,,non,,8 CV,150 ch,2,129 g/kmC,4.9 l/100km,EURO6
54,VOLKSWAGEN T-ROC,BVM6 T-ROC 1.5 TSI 150 EVO START/STOP LOUNGE,28840,91,2019,29/10/2019,non requis,10 960 Km,Essence,mécanique,Blanc,5,,12 mois,,,non,,,150 ch,,120 g/kmB,,
55,VOLKSWAGEN GOLF 7 GTI,VII (2) 2.0 TSI 290 GTI TCR DSG7,38680,32,2020,13/12/2020,non requis,46 317 Km,Essence,automatique,Pure Grey,5,5,12 mois,,Das WeltAuto. Medium,non,,18 CV,290 ch,1,144 g/kmD,6.7 l/100km,EURO6
56,VOLKSWAGEN TIGUAN,(2) 2.0 TDI 140 BLUEMOTION TECHNOLOGY CUP 4MOTION DSG7,18430,09,2015,31/07/2015,requis,192 495 Km,Diesel,automatique,NOIR,5,5,12 mois,,,non,,8 CV,140 ch,2,153 g/kmD,5.9 l/100km,EURO5
57,VOLKSWAGEN POLO 5,V 1.2 60 MATCH 5P,10440,01,2015,20/06/2015,requis,147 871 Km,Essence,mécanique,BLANC,5,5,3 mois,,,non,,4 CV,60 ch,1,128 g/kmC,5.5 l/100km,EURO5
58,VOLKSWAGEN TAIGO,1.0 TSI 110 STYLE DSG7,31250,81,2023,10/10/2023,non requis,11 800 Km,Essence,automatique,REFLET ARGENT METAL,5,5,,,,non,,6 CV,110 ch,1,133 g/kmC,5.9 l/100km,EURO6
59,VOLKSWAGEN UP!,(2) 1.0 75 BLUEMOTION TECHNOLOGY UP! BEATS AUDIO 5P,15580,42,2021,15/11/2021,non requis,901 Km,Essence,mécanique,pure white,5,4,12 mois,,,oui,1,4 CV,75 ch,1,94 g/kmA,4.2 l/100km,EURO6
60,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 UNITED DSG7,21980,56,2021,26/09/2021,non requis,39 897 Km,Essence,automatique,Bleu,5,5,12 mois,,,non,2,5 CV,95 ch,1,129 g/kmC,6.1 l/100km,EURO6
61,VOLKSWAGEN TOURAN 3,III 1.6 TDI 115 BLUEMOTION TECHNOLOGY SOUND,22580,67,2019,31/03/2019,non requis,81 840 Km,Diesel,mécanique,Reflet d'Argent,5,5,12 mois,,Das WeltAuto. Performance,oui,,6 CV,115 ch,2,119 g/kmB,4.6 l/100km,EURO6
62,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 5CV R-LINE,24730,45,2023,14/05/2023,non requis,13 808 Km,Essence,mécanique,Rouge,5,5,24 mois,en cours,,oui,1,5 CV,95 ch,1,126 g/kmC,5.6 l/100km,EURO6
63,VOLKSWAGEN UP! GTI,(2) 1.0 115 BLUEMOTION TECHNOLOGY GTI BVM6,19960,45,2023,07/02/2023,non requis,918 Km,Essence,mécanique,ROUGE TORNADO,5,4,24 mois,,,oui,1,6 CV,116 ch,1,125 g/kmC,5.5 l/100km,EURO6
64,VOLKSWAGEN GOLF 8,VIII 1.0 TSI OPF 110 LIFE 1ST BV6,24060,33,2022,06/01/2023,non requis,28 988 Km,Essence,mécanique,Delfingrau Metallic,5,5,12 mois,en cours,Das WeltAuto. Performance,non,2,6 CV,110 ch,1,122 g/kmC,5.3 l/100km,EURO6
65,VOLKSWAGEN ID.3,58 KWH 204 LIFE,34630,54,2021,22/06/2021,non requis,39 310 Km,Electrique,automatique,GRIS F,5,5,,,,oui,,5 CV,204 ch,0,0 g/kmA,,EURO6
66,VOLKSWAGEN TOURAN 3,III 1.6 TDI 115 BLUEMOTION TECHNOLOGY SOUND,22580,67,2019,31/03/2019,non requis,81 840 Km,Diesel,mécanique,Reflet d'Argent,5,5,12 mois,,Das WeltAuto. Performance,oui,,6 CV,115 ch,2,119 g/kmB,4.6 l/100km,EURO6
67,VOLKSWAGEN POLO 6,VI 1.6 TDI 95 LOUNGE BUSINESS,17980,83,2021,20/10/2021,non requis,91 943 Km,Diesel,mécanique,Noir,5,5,12 mois,,Das WeltAuto. Medium,oui,1,5 CV,95 ch,2,127 g/kmC,4.8 l/100km,EURO6
68,VOLKSWAGEN UP!,(2) 1.0 65 BLUEMOTION TECHNOLOGY BEATS AUDIO 5P,18280,45,2023,11/03/2023,non requis,1 159 Km,Essence,mécanique,ROUGE TORNADO,5,4,24 mois,,,oui,1,4 CV,65 ch,1,117 g/kmB,5.1 l/100km,EURO6
69,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 IQ.DRIVE DSG7,20870,83,2020,17/04/2020,non requis,22 260 Km,Essence,automatique,Blanc,5,5,12 mois,,Das WeltAuto. Medium,oui,1,5 CV,95 ch,1,103 g/kmB,7 l/100km,EURO6
70,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 IQ.DRIVE,19490,45,2020,20/10/2020,non requis,62 115 Km,Essence,mécanique,NOIR,5,5,12 mois,,,non,2,5 CV,95 ch,1,104 g/kmB,4.6 l/100km,EURO6
71,VOLKSWAGEN POLO 6,VI (2) 1.0 TSI 95 LIFE,20420,69,2022,13/04/2022,non requis,35 287 Km,Essence,mécanique,blanc,5,5,24 mois,,Das WeltAuto. Medium,oui,1,5 CV,95 ch,1,118 g/kmB,5.2 l/100km,EURO6
72,VOLKSWAGEN GOLF 7,VII (2) 1.6 TDI 115 BLUEMOTION TECHNOLOGY TRENDLINE BUSINESS DSG7 5P,19060,34,2020,18/07/2020,non requis,84 229 Km,Diesel,automatique,noir,5,5,12 mois,,,non,2,6 CV,116 ch,2,102 g/kmB,4 l/100km,EURO6
73,VOLKSWAGEN POLO 5,V 1.6 TDI 90 FAP CONFORTLINE DSG7 5P,11080,35,2011,01/11/2011,requis,48 285 Km,Diesel,automatique,Gris,5,5,12 mois,,Toyota Occasion,non,,5 CV,90 ch,3,112 g/kmB,4.3 l/100km,EURO4
74,VOLKSWAGEN ID.5,204 PRO PERFORMANCE,55480,45,2023,27/04/2023,non requis,6 540 Km,Electrique,automatique,Bleu,5,5,24 mois,,,oui,1,5 CV,95 ch,0,0 g/kmA,,EURO6
75,VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 115 BUSINESS DSG7,33730,63,2023,30/05/2023,non requis,63 984 Km,Diesel,automatique,GRIS C,5,5,,,,non,,6 CV,115 ch,2,117 g/kmB,4.5 l/100km,EURO6
76,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CARAT DSG7,43430,32,2021,30/06/2021,non requis,46 585 Km,Diesel,automatique,Gris,5,5,12 mois,,,non,2,8 CV,150 ch,2,162 g/kmE,5.8 l/100km,EURO6
77,VOLKSWAGEN TIGUAN 2,II 2.0 TDI 150 BLUEMOTION TECHNOLOGY CONFORTLINE BUSINESS DSG7,28730,56,2019,29/03/2019,non requis,104 119 Km,Diesel,automatique,Noir Intense,5,5,6 mois,,,non,,8 CV,150 ch,2,127 g/kmC,4.8 l/100km,EURO6
78,VOLKSWAGEN EOS,1.4 TSI 122 MIAMI,9610,69,2010,19/04/2010,requis,170 335 Km,Essence,mécanique,BLANC,2,4,12 mois,,,non,,7 CV,122 ch,2,154 g/kmD,6.6 l/100km,EURO4
79,VOLKSWAGEN CC,2.0 TDI 140 BLUEMOTION TECHNOLOGY CARAT DSG6,21330,22,2014,27/09/2014,requis,68 442 Km,Diesel,automatique,Gris Sable,4,5,6 mois,,,oui,,8 CV,140 ch,2,134 g/kmC,5.1 l/100km,EURO5
80,VOLKSWAGEN TIGUAN 2 ALLSPACE,2.0 TDI 190 CARAT 4MOTION DSG7,39950,50,2019,27/12/2019,non requis,131 091 Km,Diesel,automatique,BLANC,5,7,6 mois,,,non,,11 CV,190 ch,2,153 g/kmD,5.9 l/100km,EURO6
81,VOLKSWAGEN T-CROSS,1.0 TSI 115 UNITED DSG,24130,78,2021,01/04/2021,non requis,19 722 Km,Essence,automatique,Gris,5,5,12 mois,en cours,Das WeltAuto. Medium,oui,1,6 CV,116 ch,1,144 g/kmD,6.3 l/100km,EURO6
82,VOLKSWAGEN GOLF 7,VII (2) 1.6 TDI 115 BLUEMOTION TECHNOLOGY CONFORT BUSINESS DSG7 5P,25180,78,2021,09/04/2021,non requis,66 547 Km,Diesel,automatique,Gris,5,5,12 mois,,Das WeltAuto. Medium,oui,1,6 CV,116 ch,2,102 g/kmB,4 l/100km,EURO6
83,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 CONFORTLINE DSG7,21360,59,2020,10/09/2020,non requis,73 160 Km,Essence,automatique,NOIR,5,5,6 mois,,,non,,5 CV,95 ch,1,103 g/kmB,4.6 l/100km,EURO6
84,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 UNITED DSG7,22980,78,2022,13/04/2022,non requis,7 937 Km,Essence,automatique,Bleu,5,5,,en cours,,oui,1,5 CV,95 ch,1,128 g/kmC,6.1 l/100km,EURO6
85,VOLKSWAGEN TIGUAN 2,II (2) 1.4 EHYBRID 245 ELEGANCE DSG6,60480,92,2023,30/11/2023,non requis,5 950 Km,Hybride essence électrique,automatique,Gris,5,5,24 mois,,,non,,8 CV,245 ch,1,35 g/kmA,,EURO6
86,VOLKSWAGEN GOLF 4,IV 1.4 CONFORT PLUS 3P,5380,30,2002,25/08/2002,requis,104 760 Km,Essence,mécanique,bleu,3,5,,,,non,2,5 CV,75 ch,2,161 g/kmE,5.4 l/100km,EURO4
87,VOLKSWAGEN T-ROC,1.0 TSI 110 LOUNGE,23760,13,2021,23/05/2021,non requis,29 650 Km,Essence,mécanique,GRIS F,5,5,12 mois,en cours,,oui,,6 CV,110 ch,1,137 g/kmC,,EURO6
88,VOLKSWAGEN GOLF 7,VII 2.0 TDI 150 BLUEMOTION TECHNOLOGY BVM6 CARAT EDITION BV6,15500,57,2017,05/09/2017,requis,105 310 Km,Diesel,mécanique,NOIR,5,5,6 mois,,,non,,7 CV,150 ch,2,109 g/kmB,4.2 l/100km,EURO6
89,VOLKSWAGEN TOURAN 3,III 2.0 TDI 115 LOUNGE BUSINESS DSG7,26890,12,2020,30/08/2020,non requis,90 803 Km,Diesel,automatique,NOIR,5,5,6 mois,,,oui,,6 CV,115 ch,2,118 g/kmB,,EURO6
90,VOLKSWAGEN T-CROSS,1.0 TSI 110 START/STOP R-LINE TECH BVM6,29940,17,2023,30/12/2023,non requis,5 550 Km,Essence,mécanique,REFLET ARGENT METAL,5,5,24 mois,,,oui,1,6 CV,110 ch,1,130 g/kmC,5.8 l/100km,EURO6
91,VOLKSWAGEN UP!,1.0 60 BLACK UP! 5P,6460,93,2013,05/07/2013,requis,87 156 Km,Essence,mécanique,NOIR,5,4,3 mois,,,non,,3 CV,60 ch,1,105 g/kmB,4.5 l/100km,EURO5
92,VOLKSWAGEN ID.3,58 KWH 204CH PRO PERFORMANCE,41460,49,2022,03/05/2022,non requis,25 943 Km,Electrique,automatique,Bleu,5,5,12 mois,en cours,,oui,1,5 CV,95 ch,0,0 g/kmA,,EURO6
93,VOLKSWAGEN TRANSPORTER 6,VI 2.0 TDI 150 L2H1,32360,91,2020,06/05/2020,non requis,22 241 Km,Diesel,mécanique,JAUNE,4,3,,,,non,,7 CV,150 ch,2,162 g/kmE,6.2 l/100km,EURO6
94,VOLKSWAGEN POLO 6,VI (2) 1.0 TSI 95 DSG7 STYLE,30070,92,2023,14/09/2023,non requis,8 260 Km,Essence,automatique,Gris,5,5,24 mois,,,oui,1,5 CV,95 ch,1,127 g/kmC,5.5 l/100km,EURO6
95,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 IQ.DRIVE,20210,28,2021,04/08/2021,non requis,26 021 Km,Essence,mécanique,REFLET D\'ARGENT,5,5,12 mois,,Das WeltAuto. Medium,oui,1,5 CV,95 ch,1,104 g/kmB,5.6 l/100km,EURO6
96,VOLKSWAGEN POLO 6,VI 1.0 TSI 95 IQ.DRIVE,20360,28,2020,30/12/2020,non requis,61 078 Km,Essence,mécanique,Orange,5,5,12 mois,,Das WeltAuto. Medium,oui,1,5 CV,95 ch,1,104 g/kmB,5.6 l/100km,EURO6
97,VOLKSWAGEN T-ROC,STYLE 1.5 TSI 150CH AUTOMATIQUE,37580,77,2023,16/11/2023,non requis,11 Km,Essence,automatique,gris,5,,21 mois,,,non,,8 CV,150 ch,,142 g/kmD,,
