,Modèle,Moteur,Prix,Dpt,Année,Mise en circulation,Contrôle technique,Kilométrage compteur,Énergie,Boîte de vitesse,Couleur extérieure,Nombre de portes,Nombre de places,Garantie,Garantie constructeur,Vérifié & Garanti,Première main (déclaratif),Nombre de propriétaires,Puissance fiscale,Puissance din,Crit'Air,Émissions de CO2,Consommation mixte,Norme Euro
45,RENAULT KADJAR,1.6 DCI 130 ENERGY BUSINESS,12810,77,2017,30/10/2017,requis,150 868 Km,Diesel,mécanique,Gris Foncé Métal,5,5,6 mois,,,oui,,7 CV,130 ch,2,113 g/kmB,4.3 l/100km,EURO6
46,RENAULT CAPTUR 2,II 1.3 TCE 130 FAP INTENS,25960,91,2021,29/06/2021,non requis,37 507 Km,Essence,mécanique,orange,5,5,,,,non,,7 CV,130 ch,1,128 g/kmC,5.6 l/100km,EURO6
47,RENAULT KADJAR,1.2 TCE 130 ENERGY INTENS EDC,20400,45,2018,06/06/2018,requis,82 554 Km,Essence,automatique,Gris Platine,5,5,12 mois,,Ford Sélection Privilège,oui,,7 CV,130 ch,1,132 g/kmC,5.8 l/100km,EURO6
48,RENAULT KADJAR,1.2 TCE 130 ENERGY INTENS EDC,20400,45,2018,06/06/2018,requis,82 554 Km,Essence,automatique,Gris Platine,5,5,12 mois,,Ford Sélection Privilège,oui,,7 CV,130 ch,1,132 g/kmC,5.8 l/100km,EURO6
49,RENAULT CLIO 3,III (2) 1.2 75 EXPRESSION 3P,6760,78,2011,05/08/2011,requis,116 773 Km,Essence,mécanique,NOIR,3,5,3 mois,,,non,,5 CV,75 ch,2,139 g/kmC,5.9 l/100km,EURO4
50,RENAULT GRAND SCENIC 3,III 1.5 DCI 110 FAP BUSINESS 7PL EURO5,7200,84,2013,10/04/2013,requis,208 791 Km,Diesel,mécanique,GRIS C,5,7,,,,non,,6 CV,110 ch,2,127 g/kmC,4.9 l/100km,EURO5
51,RENAULT CAPTUR 2,II 1.6 E-TECH 145 RS LINE 21B,39010,33,2023,30/08/2023,non requis,1 520 Km,Hybride essence électrique,automatique,NOIR GNE   GRIS KQA,5,5,12 mois,,,oui,1,5 CV,94 ch,1,110 g/kmB,,EURO6
52,RENAULT KADJAR,1.2 TCE 130 ENERGY GRAPHITE EDC,20930,33,2019,08/09/2019,non requis,20 469 Km,Essence,automatique,GRIS PLATINE,5,5,6 mois,,,non,2,7 CV,131 ch,1,125 g/kmC,5 l/100km,EURO6
53,RENAULT KANGOO 3,III 1.3 TCE 130 7CV INTENS,33060,33,2023,06/11/2023,non requis,2 550 Km,Essence,mécanique,NOIR METAL,5,5,12 mois,,,oui,1,7 CV,131 ch,1,156 g/kmD,6.8 l/100km,EURO6
54,RENAULT CLIO 5,V 1.3 TCE 140 RS LINE 21N,22830,33,2022,17/04/2022,non requis,13 965 Km,Essence,mécanique,BLEU IRON,5,5,12 mois,en cours,,oui,1,7 CV,140 ch,1,122 g/kmC,5.4 l/100km,EURO6
55,RENAULT CLIO 4,IV 0.9 TCE 90 INTENS ECO2,11640,92,2016,21/06/2016,requis,83 853 Km,Essence,mécanique,noir,5,5,12 mois,,,non,,5 CV,90 ch,1,114 g/kmB,4.2 l/100km,EURO5
56,RENAULT TRAFIC 3,III FOURGON GRAND CONFORT L1H2 1200 ENERGY DCI 125 E6,21580,29,2018,15/11/2018,requis,101 390 Km,Diesel,mécanique,blanc,4,3,6 mois,,,oui,1,5 CV,125 ch,2,175 g/kmE,6.5 l/100km,EURO6
57,RENAULT MODUS,(2) 1.2 TCE 100 DYNAMIQUE,8910,83,2013,29/03/2013,requis,100 066 Km,Essence,mécanique,bleu,5,5,3 mois,,,non,4,6 CV,103 ch,1,139 g/kmC,5 l/100km,EURO5
58,RENAULT CLIO 5,V 1.3 TCE 130 FAP RS LINE EDC,22590,60,2020,07/11/2020,non requis,38 019 Km,Essence,automatique,bleu foncé,5,5,6 mois,,,non,3,7 CV,131 ch,1,119 g/kmB,5.2 l/100km,EURO6
59,RENAULT SCENIC 3,III (3) 1.5 DCI 110 ENERGY FAP BUSINESS,11220,14,2017,18/04/2017,requis,124 606 Km,Diesel,mécanique,gris,5,5,6 mois,,,oui,1,5 CV,110 ch,2,105 g/kmB,3.9 l/100km,EURO6
60,RENAULT KADJAR,1.2 TCE 130 ENERGY INTENS,18360,29,2018,20/10/2018,requis,48 654 Km,Essence,mécanique,rouge foncé,5,5,6 mois,,,oui,1,7 CV,131 ch,1,130 g/kmC,5.1 l/100km,EURO6
61,RENAULT CLIO 5,V 1.0 TCE 100 INTENS,16500,60,2020,09/03/2020,non requis,83 273 Km,Essence,mécanique,orange,5,5,12 mois,,,oui,1,5 CV,101 ch,1,100 g/kmA,4.4 l/100km,EURO6
62,RENAULT KOLEOS 2,II 1.6 DCI 130 ENERGY INTENS 4X2,20320,19,2018,17/09/2018,requis,119 510 Km,Diesel,mécanique,gris foncé,5,5,6 mois,,,non,2,7 CV,131 ch,2,120 g/kmB,4.2 l/100km,EURO6
63,RENAULT GRAND SCENIC 4,IV 1.5 DCI 110 ENERGY BUSINESS 7PL,23980,71,2019,30/11/2019,non requis,43 700 Km,Diesel,mécanique,marron,5,7,12 mois,,SPOTICAR,oui,1,5 CV,110 ch,2,104 g/kmB,3.8 l/100km,EURO6
64,RENAULT CLIO 5,1.0 TCE EXPERIENCE 100 CH,17900,92,2021,14/01/2022,non requis,30 593 Km,Essence,mécanique,rouge,5,,12 mois,,,non,,5 CV,100 ch,,,,
65,RENAULT CLIO 4 RS,IV 1.6 TURBO 200 RS EDC,21480,06,2015,30/11/2015,requis,107 520 Km,Essence,automatique,Jaune Sirius,5,5,12 mois,,,non,,11 CV,200 ch,1,144 g/kmD,6.3 l/100km,EURO5
66,RENAULT CLIO 4,1.5 DCI DYNAMIQUE EDC 90 CH,12520,92,2015,08/11/2015,requis,74 642 Km,Diesel,automatique,gris,5,,12 mois,,,non,,4 CV,90 ch,,,,
67,RENAULT CAPTUR 2,II 1.5 BLUE DCI 115 INITIALE PARIS EDC,32220,62,2021,26/10/2021,non requis,51 104 Km,Diesel,automatique,Blanc,5,5,12 mois,,SPOTICAR,oui,,6 CV,115 ch,2,130 g/kmC,5 l/100km,EURO6
68,RENAULT SCENIC 4,IV 1.3 TCE 160 FAP INITIALE PARIS EDC,29980,34,2020,30/01/2021,non requis,45 603 Km,Essence,automatique,INC,5,5,12 mois,,SPOTICAR,non,,9 CV,160 ch,1,132 g/kmC,5.8 l/100km,EURO6
69,RENAULT MEGANE 4,IV 1.6 DCI 165 ENERGY GT EDC,21300,78,2018,30/01/2019,non requis,134 087 Km,Diesel,automatique,Bleu Iron,5,5,12 mois,,,non,,8 CV,165 ch,2,120 g/kmB,4.6 l/100km,EURO6
70,RENAULT CLIO 4,IV (2) 1.5 DCI 90 BUSINESS,14990,34,2020,31/03/2020,non requis,47 588 Km,Diesel,mécanique,noir,5,5,6 mois,,,oui,1,5 CV,90 ch,2,104 g/kmB,4 l/100km,EURO6
71,RENAULT CLIO 5,V 1.5 BLUE DCI 85 ZEN,16940,92,2020,28/11/2020,non requis,39 308 Km,Diesel,mécanique,noir,5,5,12 mois,,,non,,4 CV,86 ch,2,95 g/kmA,3.6 l/100km,EURO6
72,RENAULT CLIO 4,IV (2) 1.2 16V 75 LIMITED,11220,92,2019,27/10/2019,non requis,124 411 Km,Essence,mécanique,gris,5,5,12 mois,,,non,,4 CV,73 ch,1,127 g/kmC,4.7 l/100km,EURO6
73,RENAULT CAPTUR,(2) 1.5 DCI 90 BUSINESS,15970,74,2020,01/11/2020,non requis,75 657 Km,Diesel,mécanique,gris anthracite,5,2,6 mois,,,oui,1,5 CV,90 ch,2,111 g/kmB,4.2 l/100km,EURO6
74,RENAULT CAPTUR 2,II 1.6 E-TECH PLUG-IN 160 INTENS,29500,60,2022,14/09/2022,non requis,23 988 Km,Hybride essence électrique,automatique,GRIS C,5,5,12 mois,en cours,,non,,5 CV,160 ch,1,34 g/kmA,1.5 l/100km,EURO6
75,RENAULT CLIO 4,IV 0.9 TCE 90 ENERGY DYNAMIQUE ECO2,11720,92,2014,07/08/2014,requis,121 718 Km,Essence,mécanique,marron,5,5,12 mois,,,non,,5 CV,90 ch,1,105 g/kmB,3.9 l/100km,EURO5
76,RENAULT CLIO 4,IV (2) 0.9 TCE 90 INTENS,15190,29,2020,30/01/2021,non requis,78 057 Km,Essence,mécanique,gris,5,5,6 mois,,,oui,1,5 CV,90 ch,1,113 g/kmB,5 l/100km,EURO6
77,RENAULT CLIO 4,IV 0.9 TCE 90 LIMITED ECO2,10900,31,2016,05/12/2016,requis,83 628 Km,Essence,mécanique,gris,5,5,12 mois,,,non,,5 CV,90 ch,1,114 g/kmB,4.2 l/100km,EURO5
78,RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS,18610,54,2018,16/07/2018,requis,59 489 Km,Diesel,mécanique,Bleu Cosmos,5,5,12 mois,,SPOTICAR,non,,7 CV,130 ch,2,117 g/kmB,4.5 l/100km,EURO6
79,RENAULT TWINGO 3,III 0.9 TCE 90 ENERGY INTENS E6C,13900,74,2019,01/03/2019,non requis,20 343 Km,Essence,mécanique,vert,5,4,6 mois,,,oui,1,5 CV,90 ch,1,111 g/kmB,4.9 l/100km,EURO6
80,RENAULT CAPTUR 2,II 1.3 TCE 140 INTENS EDC MY21,29960,34,2023,10/01/2024,non requis,11 Km,Essence,automatique,BLC NACR/T.NOIR,5,5,,,,non,,7 CV,140 ch,1,133 g/kmC,5.9 l/100km,EURO6
81,RENAULT KADJAR,1.6 DCI 130 ENERGY INTENS,18610,54,2018,16/07/2018,requis,59 489 Km,Diesel,mécanique,Bleu Cosmos,5,5,12 mois,,SPOTICAR,non,,7 CV,130 ch,2,117 g/kmB,4.5 l/100km,EURO6
82,RENAULT TWINGO 3,III 0.9 TCE 90 ENERGY INTENS E6C,13900,74,2019,01/03/2019,non requis,20 343 Km,Essence,mécanique,vert,5,4,6 mois,,,oui,1,5 CV,90 ch,1,111 g/kmB,4.9 l/100km,EURO6
83,RENAULT CLIO 4,IV 0.9 TCE 90 ENERGY DYNAMIQUE ECO2,11720,92,2014,07/08/2014,requis,121 718 Km,Essence,mécanique,marron,5,5,12 mois,,,non,,5 CV,90 ch,1,105 g/kmB,3.9 l/100km,EURO5
84,RENAULT CLIO 4,IV (2) 0.9 TCE 90 INTENS,15190,29,2020,30/01/2021,non requis,78 057 Km,Essence,mécanique,gris,5,5,6 mois,,,oui,1,5 CV,90 ch,1,113 g/kmB,5 l/100km,EURO6
85,RENAULT MASTER 3,III (2) FOURGON TRACTION F3500 L3H2 BLUE DCI 135 CONFORT,39570,72,2023,23/11/2023,non requis,11 Km,Diesel,mécanique,BLANC MINERAL,4,3,,,,non,,8 CV,135 ch,2,222 g/kmF,8.5 l/100km,EURO6
86,RENAULT SCENIC 4,IV 1.3 TCE 140 FAP SL BLACK EDITION EDC,25810,84,2020,17/02/2020,non requis,103 876 Km,Essence,automatique,gris clair,5,5,12 mois,,,oui,1,7 CV,140 ch,1,132 g/kmC,5.8 l/100km,EURO6
87,RENAULT KADJAR,(2) 1.5 BLUE DCI 115 TECHNO EDC,38060,64,2023,30/06/2023,non requis,12 Km,Diesel,automatique,GRIS HIGHLAND,5,5,,,,non,,6 CV,115 ch,2,134 g/kmC,5.1 l/100km,EURO6
88,RENAULT CLIO 4 ESTATE,IV (2) ESTATE 1.5 DCI 90 ENERGY BUSINESS ECO2 82G,13660,38,2018,20/09/2018,requis,83 334 Km,Diesel,mécanique,noir,5,5,6 mois,,,oui,1,4 CV,90 ch,2,82 g/kmA,3.1 l/100km,EURO6
89,RENAULT CAPTUR 2,1.0 TCE 90 ZEN +,27580,45,2023,20/11/2023,non requis,12 Km,Essence,mécanique,rouge,5,,,,,non,,5 CV,90 ch,,2 g/kmA,,
90,RENAULT CAPTUR,(2) 1.2 TCE 120 ENERGY INTENS,19250,87,2019,03/01/2020,non requis,47 725 Km,Essence,mécanique,bleu,5,5,12 mois,,,non,,6 CV,118 ch,1,125 g/kmC,4.7 l/100km,EURO6
91,RENAULT MEGANE 4 ESTATE,IV ESTATE 1.5 DCI 115 BLUE BUSINESS,19950,02,2021,19/04/2021,non requis,99 823 Km,Diesel,mécanique,Blanc Glacier,5,5,,,,oui,1,6 CV,116 ch,2,102 g/kmB,3.9 l/100km,EURO6
92,RENAULT CLIO 5,V 1.0 SCE 75 ZEN,16590,59,2021,29/04/2021,non requis,19 994 Km,Essence,mécanique,Blanc,5,5,12 mois,,Garantie OR,oui,1,4 CV,72 ch,1,121 g/kmC,5.4 l/100km,EURO6
93,RENAULT CLIO 5,V 1.5 BLUE DCI 115 INITIALE PARIS,21630,62,2020,03/10/2020,non requis,23 969 Km,Diesel,mécanique,Gris Platine,5,5,12 mois,,Garantie OR,non,2,5 CV,116 ch,2,95 g/kmA,3.6 l/100km,EURO6
94,RENAULT TWINGO 3,III (2) 1.0 SCE 65 ZEN,13880,59,2022,16/02/2022,non requis,13 257 Km,Essence,mécanique,Blanc,5,4,6 mois,en cours,,oui,1,4 CV,65 ch,1,117 g/kmB,5.2 l/100km,EURO6
95,RENAULT KOLEOS 2,II 2.0 DCI 175 ENERGY INTENS 4X4 X-TRONIC,30070,59,2019,28/03/2019,non requis,70 492 Km,Diesel,automatique,Noire,5,5,12 mois,,Garantie OR,oui,1,10 CV,177 ch,2,156 g/kmD,5.9 l/100km,EURO6
96,RENAULT CLIO 5,V 1.0 TCE 100 INTENS,22020,57,2021,03/09/2021,non requis,36 685 Km,Essence,mécanique,Blanc,5,5,12 mois,,,non,,5 CV,100 ch,1,119 g/kmB,5.2 l/100km,EURO6
97,RENAULT GRAND SCENIC 4,IV 1.7 DCI BLUE 150 INTENS BVM,27100,62,2021,28/05/2021,non requis,80 463 Km,Diesel,mécanique,Noire,5,5,6 mois,,,oui,1,8 CV,150 ch,2,146 g/kmD,6 l/100km,EURO6
98,RENAULT GRAND SCENIC 4,IV 1.3 TCE 140 FAP INTENS,26230,59,2022,10/04/2022,non requis,20 511 Km,Essence,mécanique,Noire,5,7,12 mois,en cours,,oui,1,7 CV,140 ch,1,149 g/kmD,6.8 l/100km,EURO6
99,RENAULT TWINGO 3,III 1.0 SCE 70 LIMITED E6,13090,62,2019,12/05/2019,non requis,14 048 Km,Essence,mécanique,Blanc,5,4,6 mois,,,oui,1,4 CV,71 ch,1,125 g/kmC,4.7 l/100km,EURO6
100,RENAULT KADJAR,(2) 1.5 DCI BLUE 115 BUSINESS,25060,02,2021,08/11/2021,non requis,82 859 Km,Diesel,mécanique,Gris,5,5,6 mois,,,oui,1,6 CV,116 ch,2,132 g/kmC,5.3 l/100km,EURO6
101,RENAULT GRAND SCENIC 4,IV 1.7 DCI BLUE 120 INTENS EDC,31180,62,2021,31/08/2021,non requis,70 471 Km,Diesel,automatique,Gris Cassiopée,5,7,6 mois,,,oui,1,6 CV,120 ch,2,126 g/kmC,4.8 l/100km,EURO6
102,RENAULT GRAND SCENIC 4,IV 1.7 DCI 120 BLUE BUSINESS 7PL,26380,02,2020,30/04/2020,non requis,55 501 Km,Diesel,mécanique,Gris Cassiopée,5,7,6 mois,,,oui,1,6 CV,120 ch,2,127 g/kmC,4.8 l/100km,EURO6
103,RENAULT KADJAR,1.2 TCE 130 ENERGY INTENS,20720,85,2018,27/02/2018,requis,65 120 Km,Essence,mécanique,Rouge,5,5,6 mois,,,non,2,7 CV,131 ch,1,130 g/kmC,5.1 l/100km,EURO6
104,RENAULT TALISMAN ESTATE,ESTATE 2.0 BLUE DCI 160 INTENS EDC,21070,25,2019,08/06/2019,non requis,99 831 Km,Diesel,automatique,BLEU,5,5,6 mois,,,non,,8 CV,160 ch,2,126 g/kmC,4.8 l/100km,EURO6
